Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,Date,Time,Age_Category,Time_Status
2023-06-07 00:38:47-05:30,29,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Rarely,Yes,3,Yes,1,1,Competitive prices,Shipping speed and reliability,07/06/2023,00:38:47,Adult (26-40),Night
2023-06-07 00:40:14-05:30,46,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,2,Yes,3,2,Competitive prices,Reducing packaging waste,07/06/2023,00:40:14,Middle-Aged Adult (41-60),Night
2023-06-07 00:40:55-05:30,24,Male,Less than once a month,others,No,Few times a month,,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,4,5,Wide product selection,Nil,07/06/2023,00:40:55,Young Adult (18-25),Night
2023-06-07 00:41:13-05:30,33,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,No,Occasionally,No,2,No,2,2,Competitive prices,Reducing packaging waste,07/06/2023,00:41:13,Adult (26-40),Night
2023-06-07 00:41:46-05:30,33,Female,Once a week,Beauty and Personal Care;others,No,Few times a week,,First page,5,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,2,Yes,1,1,Product recommendations,Shipping speed and reliability,07/06/2023,00:41:46,Adult (26-40),Night
2023-06-07 00:42:54-05:30,31,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,,First page,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,3,No,5,4,Wide product selection,Shipping speed and reliability,07/06/2023,00:42:54,Adult (26-40),Night
2023-06-07 00:45:48-05:30,40,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,,First page,2,No,Always,High shipping costs,Often,No,Occasionally,No,1,Yes,1,2,Product recommendations,Reducing packaging waste,07/06/2023,00:45:48,Adult (26-40),Night
2023-06-07 00:46:28-05:30,37,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,,First page,3,No,Sometimes,Found a better price elsewhere,Always,No,Occasionally,No,2,No,3,4,Product recommendations,Customer service responsiveness,07/06/2023,00:46:28,Adult (26-40),Night
2023-06-07 00:47:17-05:30,25,Prefer not to say,Few times a month,Beauty and Personal Care,No,Rarely,,First page,3,No,Rarely,Changed my mind or no longer need the item,Often,No,Heavily,No,2,No,3,2,User-friendly website/app interface,Product quality and accuracy,07/06/2023,00:47:17,Young Adult (18-25),Night
2023-06-07 00:48:01-05:30,60,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,,First page,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,2,No,2,3,Product recommendations,Customer service responsiveness,07/06/2023,00:48:01,Middle-Aged Adult (41-60),Night
2023-06-07 00:48:52-05:30,18,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Rarely,No,4,No,4,4,Competitive prices,Reducing packaging waste,07/06/2023,00:48:52,Senior Citizen (>60),Night
2023-06-07 00:49:43-05:30,50,Male,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,Multiple pages,3,No,Never,others,Rarely,No,Occasionally,No,4,No,4,4,Product recommendations,Shipping speed and reliability,07/06/2023,00:49:43,Middle-Aged Adult (41-60),Night
2023-06-07 00:50:35-05:30,24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,,First page,1,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,3,No,2,3,Wide product selection,Product quality and accuracy,07/06/2023,00:50:35,Young Adult (18-25),Night
2023-06-07 00:51:26-05:30,19,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,3,2,Wide product selection,Customer service responsiveness,07/06/2023,00:51:26,Young Adult (18-25),Night
2023-06-07 00:52:31-05:30,18,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,,First page,4,Maybe,Rarely,High shipping costs,Always,Yes,Moderately,No,1,No,2,1,Wide product selection,Product quality and accuracy,07/06/2023,00:52:31,Senior Citizen (>60),Night
2023-06-07 00:53:25-05:30,17,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Moderately,No,2,No,2,2,Wide product selection,Customer service responsiveness,07/06/2023,00:53:25,Minor (<18),Night
2023-06-07 01:01:34-05:30,27,Female,Once a month,Beauty and Personal Care,No,Few times a week,,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,2,Wide product selection,Shipping speed and reliability,07/06/2023,01:01:34,Adult (26-40),Night
2023-06-07 01:09:44-05:30,23,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,,Multiple pages,1,No,Often,Changed my mind or no longer need the item,Never,No,Heavily,Yes,5,No,5,2,Wide product selection,Product quality and accuracy,07/06/2023,01:09:44,Young Adult (18-25),Night
2023-06-07 01:10:11-05:30,35,Female,Few times a month,Beauty and Personal Care,No,Few times a month,,First page,3,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,4,2,Product recommendations,Reducing packaging waste,07/06/2023,01:10:11,Adult (26-40),Night
2023-06-07 01:10:53-05:30,57,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Rarely,No,Occasionally,Yes,3,Sometimes,3,1,Product recommendations,Reducing packaging waste,07/06/2023,01:10:53,Middle-Aged Adult (41-60),Night
2023-06-07 01:11:36-05:30,54,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,,First page,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,3,No,2,2,Competitive prices,Product quality and accuracy,07/06/2023,01:11:36,Middle-Aged Adult (41-60),Night
2023-06-07 01:12:13-05:30,26,Prefer not to say,Once a month,Beauty and Personal Care,No,Few times a month,,Multiple pages,2,No,Sometimes,High shipping costs,Often,No,Heavily,No,2,No,2,2,Wide product selection,Shipping speed and reliability,07/06/2023,01:12:13,Adult (26-40),Night
2023-06-07 01:12:51-05:30,46,Male,Once a week,Beauty and Personal Care,Sometimes,Rarely,,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,No,2,No,2,2,Competitive prices,Customer service responsiveness,07/06/2023,01:12:51,Middle-Aged Adult (41-60),Night
2023-06-07 01:16:27-05:30,26,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,,Multiple pages,1,Maybe,Often,others,Often,Yes,Moderately,Yes,3,Sometimes,3,2,Competitive prices,Add more familiar brands to the list,07/06/2023,01:16:27,Adult (26-40),Night
2023-06-07 01:24:19-05:30,24,Male,Once a month,others,No,Few times a month,,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Yes,3,2,User-friendly website/app interface,Shipping speed and reliability,07/06/2023,01:24:19,Young Adult (18-25),Night
2023-06-07 01:31:47-05:30,26,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,2,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability,07/06/2023,01:31:47,Adult (26-40),Night
2023-06-07 01:38:19-05:30,27,Male,Once a month,Clothing and Fashion,No,Few times a month,,Multiple pages,5,Maybe,Often,High shipping costs,Never,Yes,Heavily,Yes,3,Yes,1,2,Wide product selection,Shipping speed and reliability,07/06/2023,01:38:19,Adult (26-40),Night
2023-06-07 02:25:08-05:30,22,Female,Few times a month,Beauty and Personal Care,Yes,Multiple times a day,,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,1,Sometimes,3,3,Competitive prices,Customer service responsiveness,07/06/2023,02:25:08,Young Adult (18-25),Night
2023-06-07 02:26:17-05:30,24,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,3,Product recommendations,Customer service responsiveness,07/06/2023,02:26:17,Young Adult (18-25),Night
2023-06-07 02:27:23-05:30,25,Male,Multiple times a week,Beauty and Personal Care,No,Few times a week,,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,No,3,3,Competitive prices,Reducing packaging waste,07/06/2023,02:27:23,Young Adult (18-25),Night
2023-06-07 02:38:20-05:30,22,Prefer not to say,Once a month,Beauty and Personal Care,Yes,Few times a week,,First page,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,07/06/2023,02:38:20,Young Adult (18-25),Night
2023-06-07 02:38:39-05:30,27,Male,Once a month,others,No,Few times a month,,Multiple pages,1,Yes,Often,High shipping costs,Never,Yes,Heavily,Yes,3,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability,07/06/2023,02:38:39,Adult (26-40),Night
2023-06-07 04:36:30-05:30,23,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,,First page,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,Yes,2,2,Competitive prices,Shipping speed and reliability,07/06/2023,04:36:30,Young Adult (18-25),Night
2023-06-07 04:58:31-05:30,24,Male,Less than once a month,Clothing and Fashion,No,Few times a month,,First page,1,Maybe,Sometimes,High shipping costs,Never,No,Heavily,Yes,3,Yes,3,3,User-friendly website/app interface,Product quality and accuracy,07/06/2023,04:58:31,Young Adult (18-25),Night
2023-06-07 06:28:28-05:30,24,Female,Less than once a month,Beauty and Personal Care,No,Rarely,,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Yes,3,No,3,3,Competitive prices,Product quality and accuracy,07/06/2023,06:28:28,Young Adult (18-25),Morning
2023-06-07 08:38:03-05:30,23,Female,Few times a month,Clothing and Fashion,No,Few times a month,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,4,Yes,3,4,User-friendly website/app interface,Product quality and accuracy,07/06/2023,08:38:03,Young Adult (18-25),Morning
2023-06-07 11:39:58-05:30,23,Male,Once a month,Clothing and Fashion;others,No,Few times a month,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,3,No,3,3,Competitive prices,UI,07/06/2023,11:39:58,Young Adult (18-25),Morning
2023-06-07 14:49:23-05:30,25,Female,Once a week,Groceries and Gourmet Food,Yes,Multiple times a day,,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,Yes,3,3,Product recommendations,Reducing packaging waste,07/06/2023,14:49:23,Young Adult (18-25),Afternoon
2023-06-07 14:50:34-05:30,21,Male,Once a week,Groceries and Gourmet Food,No,Few times a week,,First page,5,Maybe,Sometimes,High shipping costs,Rarely,Yes,Occasionally,No,3,No,3,3,User-friendly website/app interface,Customer service responsiveness,07/06/2023,14:50:34,Young Adult (18-25),Afternoon
2023-06-07 14:54:31-05:30,36,Female,Few times a month,Groceries and Gourmet Food,No,Few times a month,,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,Sometimes,3,4,Wide product selection,Customer service responsiveness,07/06/2023,14:54:31,Adult (26-40),Afternoon
2023-06-07 14:55:35-05:30,23,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,3,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,07/06/2023,14:55:35,Young Adult (18-25),Afternoon
2023-06-07 14:57:03-05:30,23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,No,3,3,Product recommendations,Customer service responsiveness,07/06/2023,14:57:03,Young Adult (18-25),Afternoon
2023-06-07 14:58:09-05:30,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,No,3,3,Product recommendations,Customer service responsiveness,07/06/2023,14:58:09,Young Adult (18-25),Afternoon
2023-06-07 15:02:38-05:30,21,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,3,No,3,3,Competitive prices,Customer service responsiveness,07/06/2023,15:02:38,Young Adult (18-25),Afternoon
2023-06-07 16:26:11-05:30,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,,Multiple pages,3,Maybe,Often,High shipping costs,Always,Yes,Heavily,Yes,3,Sometimes,3,3,Competitive prices,Product quality and accuracy,07/06/2023,16:26:11,Young Adult (18-25),Afternoon
2023-06-07 16:27:14-05:30,26,Others,Few times a month,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,3,Yes,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,No,3,No,2,3,User-friendly website/app interface,Product quality and accuracy,07/06/2023,16:27:14,Adult (26-40),Afternoon
2023-06-07 16:28:27-05:30,30,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,07/06/2023,16:28:27,Adult (26-40),Afternoon
2023-06-07 17:11:56-05:30,37,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,Yes,4,Sometimes,2,3,Wide product selection,Product quality and accuracy,07/06/2023,17:11:56,Adult (26-40),Afternoon
2023-06-07 17:14:55-05:30,26,Female,Once a month,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,2,Yes,3,3,Competitive prices,Shipping speed and reliability,07/06/2023,17:14:55,Adult (26-40),Afternoon
2023-06-07 17:16:52-05:30,46,Female,Once a month,others,Sometimes,Rarely,,First page,5,Yes,Always,High shipping costs,Always,Yes,Rarely,Sometimes,1,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability,07/06/2023,17:16:52,Middle-Aged Adult (41-60),Afternoon
2023-06-07 17:17:07-05:30,36,Female,Less than once a month,others,No,Rarely,,Multiple pages,4,No,Never,others,Never,No,Never,Sometimes,4,Yes,4,4,User-friendly website/app interface,Product quality and accuracy,07/06/2023,17:17:07,Adult (26-40),Afternoon
2023-06-07 17:17:44-05:30,40,Female,Less than once a month,Home and Kitchen,Sometimes,Rarely,,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,3,Yes,2,2,Wide product selection,Customer service responsiveness,07/06/2023,17:17:44,Adult (26-40),Afternoon
2023-06-07 17:17:44-05:30,41,Male,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,1,Yes,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Yes,5,Yes,2,3,Wide product selection,Shipping speed and reliability,07/06/2023,17:17:44,Middle-Aged Adult (41-60),Afternoon
2023-06-07 17:18:25-05:30,34,Male,Less than once a month,others,No,Rarely,,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,No,3,2,Wide product selection,Scrolling option would be much better than going to next page,07/06/2023,17:18:25,Adult (26-40),Afternoon
2023-06-07 17:24:03-05:30,29,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,5,No,3,3,User-friendly website/app interface,Product quality and accuracy,07/06/2023,17:24:03,Adult (26-40),Afternoon
2023-06-07 17:31:15-05:30,35,Male,Once a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Yes,3,3,Product recommendations,Product quality and accuracy,07/06/2023,17:31:15,Adult (26-40),Afternoon
2023-06-07 17:43:39-05:30,32,Male,Less than once a month,Clothing and Fashion,No,Rarely,,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Yes,3,Yes,1,3,Product recommendations,Reducing packaging waste,07/06/2023,17:43:39,Adult (26-40),Afternoon
2023-06-07 17:53:07-05:30,41,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,No,Heavily,Yes,1,Yes,2,2,Wide product selection,Product quality and accuracy,07/06/2023,17:53:07,Middle-Aged Adult (41-60),Afternoon
2023-06-07 17:57:12-05:30,35,Female,Few times a month,Home and Kitchen;others,Yes,Multiple times a day,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,2,Yes,3,2,Wide product selection,Product quality and accuracy,07/06/2023,17:57:12,Adult (26-40),Afternoon
2023-06-07 17:59:31-05:30,36,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,Yes,2,1,Competitive prices,Reducing packaging waste,07/06/2023,17:59:31,Adult (26-40),Afternoon
2023-06-07 18:00:22-05:30,46,Female,Once a week,others,No,Few times a week,,Multiple pages,5,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Yes,5,Sometimes,3,4,Wide product selection,Customer service responsiveness,07/06/2023,18:00:22,Middle-Aged Adult (41-60),Evening
2023-06-07 18:06:04-05:30,39,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,1,Sometimes,2,3,Wide product selection,Customer service responsiveness,07/06/2023,18:06:04,Adult (26-40),Evening
2023-06-07 18:09:08-05:30,48,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,2,Yes,2,1,Wide product selection,Customer service responsiveness,07/06/2023,18:09:08,Middle-Aged Adult (41-60),Evening
2023-06-07 18:14:27-05:30,25,Male,Few times a month,others,No,Few times a week,,Multiple pages,5,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,Wide product selection,Customer service responsiveness,07/06/2023,18:14:27,Young Adult (18-25),Evening
2023-06-07 18:20:13-05:30,38,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Never,No,Heavily,Yes,3,Sometimes,3,3,User-friendly website/app interface,Quality of product is very poor according to the big offers,07/06/2023,18:20:13,Adult (26-40),Evening
2023-06-07 18:30:08-05:30,26,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Occasionally,Sometimes,1,Yes,3,3,Competitive prices,Product quality and accuracy,07/06/2023,18:30:08,Adult (26-40),Evening
2023-06-07 18:30:09-05:30,40,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,,Multiple pages,4,Yes,Sometimes,High shipping costs,Often,Yes,Rarely,Sometimes,3,No,4,3,User-friendly website/app interface,Product quality and accuracy,07/06/2023,18:30:09,Adult (26-40),Evening
2023-06-07 18:34:07-05:30,49,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,3,Yes,3,2,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,07/06/2023,18:34:07,Middle-Aged Adult (41-60),Evening
2023-06-07 18:35:41-05:30,30,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,Yes,4,1,Wide product selection,Product quality and accuracy,07/06/2023,18:35:41,Adult (26-40),Evening
2023-06-07 18:55:26-05:30,24,Female,Less than once a month,Clothing and Fashion,No,Rarely,,Multiple pages,1,Maybe,Rarely,High shipping costs,Sometimes,No,Moderately,Yes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness,07/06/2023,18:55:26,Young Adult (18-25),Evening
2023-06-07 19:03:51-05:30,23,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,,First page,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Heavily,Yes,2,Yes,2,1,Wide product selection,Shipping speed and reliability,07/06/2023,19:03:51,Young Adult (18-25),Evening
2023-06-07 19:10:37-05:30,27,Male,Once a month,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,User-friendly website/app interface,Product quality and accuracy,07/06/2023,19:10:37,Adult (26-40),Evening
2023-06-07 19:19:06-05:30,28,Male,Less than once a month,others,No,Rarely,,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,5,Yes,2,2,Competitive prices,Product quality and accuracy,07/06/2023,19:19:06,Adult (26-40),Evening
2023-06-07 19:39:49-05:30,23,Male,Less than once a month,others,No,Few times a week,,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,2,Sometimes,3,2,User-friendly website/app interface,Product quality and accuracy,07/06/2023,19:39:49,Young Adult (18-25),Evening
2023-06-07 19:41:50-05:30,46,Female,Few times a month,Home and Kitchen,Yes,Few times a week,,Multiple pages,1,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,Yes,1,Yes,2,2,Product recommendations,Product quality and accuracy,07/06/2023,19:41:50,Middle-Aged Adult (41-60),Evening
2023-06-07 19:46:43-05:30,27,Male,Less than once a month,others,Sometimes,Rarely,,First page,2,Maybe,Rarely,others,Often,No,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,07/06/2023,19:46:43,Adult (26-40),Evening
2023-06-07 19:49:05-05:30,20,Female,Once a month,Home and Kitchen,No,Rarely,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,3,Sometimes,2,3,Competitive prices,Product quality and accuracy,07/06/2023,19:49:05,Young Adult (18-25),Evening
2023-06-07 19:52:14-05:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,4,Yes,3,4,User-friendly website/app interface,Shipping speed and reliability,07/06/2023,19:52:14,Young Adult (18-25),Evening
2023-06-07 19:53:02-05:30,29,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,Sometimes,2,2,Wide product selection,Customer service responsiveness,07/06/2023,19:53:02,Adult (26-40),Evening
2023-06-07 20:03:56-05:30,29,Female,Less than once a month,Clothing and Fashion,Yes,Few times a month,,First page,1,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,1,Yes,1,3,Wide product selection,Product quality and accuracy,07/06/2023,20:03:56,Adult (26-40),Evening
2023-06-07 20:10:30-05:30,57,Female,Few times a month,Home and Kitchen,No,Few times a week,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,4,Yes,3,3,User-friendly website/app interface,Customer service responsiveness,07/06/2023,20:10:30,Middle-Aged Adult (41-60),Evening
2023-06-07 20:43:52-05:30,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,4,Yes,3,1,User-friendly website/app interface,Customer service responsiveness,07/06/2023,20:43:52,Young Adult (18-25),Evening
2023-06-07 21:26:01-05:30,23,Female,Few times a month,Beauty and Personal Care;others,No,Few times a month,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Yes,1,Sometimes,3,2,Product recommendations,Product quality and accuracy,07/06/2023,21:26:01,Young Adult (18-25),Night
2023-06-07 21:28:52-05:30,15,Male,Once a month,Clothing and Fashion;others,No,Few times a week,,First page,1,Yes,Sometimes,others,Rarely,No,Heavily,Sometimes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy,07/06/2023,21:28:52,Minor (<18),Night
2023-06-07 21:40:33-05:30,39,Male,Less than once a month,Clothing and Fashion;others,Yes,Few times a month,,Multiple pages,2,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy,07/06/2023,21:40:33,Adult (26-40),Night
2023-06-07 22:16:12-05:30,23,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Sometimes,4,3,User-friendly website/app interface,Reducing packaging waste,07/06/2023,22:16:12,Young Adult (18-25),Night
2023-06-07 22:56:20-05:30,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,,Multiple pages,5,Yes,Sometimes,High shipping costs,Rarely,Yes,Heavily,Yes,3,Yes,3,3,Competitive prices,Shipping speed and reliability,07/06/2023,22:56:20,Young Adult (18-25),Night
2023-06-07 23:28:12-05:30,37,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,2,Sometimes,3,2,Wide product selection,Reducing packaging waste,07/06/2023,23:28:12,Adult (26-40),Night
2023-06-07 23:45:10-05:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,2,2,Product recommendations,Reducing packaging waste,07/06/2023,23:45:10,Young Adult (18-25),Night
